评论人的ID,评论人网名,评论人VIP等级,评论人头像网址,评论编号,评论时间,点赞量,评论内容,ip地址
1778223193,龍娃190228,0,http://p2.music.126.net/SUeqMM8HOIpHv9Nhl9qt9w==/109951165647004069.jpg,5882976756,12:03,2,你说我会遇见更好的人 但其实是你想拥有比我更好的人,四川
362016317,XxxTion--,1,http://p2.music.126.net/u8HhF76rnPEd8URUSgfF4A==/109951168192763816.jpg,5882969562,12:00,2,没钱，给不了你想要的,江西
344742338,憨憨文化传媒有限公司,0,http://p2.music.126.net/tGAAFQ7EsPRxwjdLEoMNZA==/109951165958286853.jpg,5882969425,11:59,0,来过一次，不遗憾了,河南
283196418,19miles_,6,http://p2.music.126.net/uIPY-Sc6S0KBTkJwxDByZw==/109951164770782329.jpg,5882968585,11:55,0,我想出院,湖北
429625635,枫溪谷稻,6,http://p2.music.126.net/9qimjba2ryUfecOBB43mQA==/109951167252174869.jpg,5882969011,11:53,0,一个想起的时候，心里全是遗憾的人,云南
7934676769,回忆_cE5m,0,http://p2.music.126.net/WTyrO61MrdS1z1XvbG5PVw==/109951168248881856.jpg,5882960316,11:33,0,有人问我夏天是什么 于是我想起了我们初始的拘谨,云南
1512360189,2B大鼎,0,http://p2.music.126.net/hEuOLMB5B9RFKdLGLEjVIQ==/109951166235384646.jpg,5882960236,11:32,0,这是小静的听歌排行，大鼎偷偷的来听了[奸笑][奸笑][奸笑]（不错不错）,河南
3353766848,败者l,0,http://p2.music.126.net/AEb_fzMHUEOgJgeePfuOXQ==/109951168492209103.jpg,5882958130,11:29,0,唉什么,江西
474717456,想买个耳机,1,http://p1.music.126.net/xKtT98mstytuKD1sHXZbwg==/109951168201239080.jpg,5882954820,11:14,2,唉 ,广东
561091682,刑天亻,0,http://p1.music.126.net/OjgWKkFsF9Fmlt8x3rPQDw==/109951168209378866.jpg,5882946346,11:05,0,喜欢胖一点的宝宝有吗，私我,湖南
270968760,SaberLilyArthur,6,http://p1.music.126.net/-r5ZjLRheWSuJU62h2FeQg==/19102915021248939.jpg,5882946047,11:01,0,cy,广东
3267536652,下雪了阿树,5,http://p1.music.126.net/XsUKOTgmQUYeS6cU4LNbxg==/109951168431068835.jpg,5882928483,10:28,0,互赞动态,福建
1840872330,鑫鑫鑫鑫鑫鑫yy,0,http://p1.music.126.net/fNNLcxKvvptoA5AAmUcdfg==/109951166550768276.jpg,5882926128,10:19,4,她什么都不信 她理智但不清醒 她的好没有目的 冷漠起来没有余地,山东
1840872330,鑫鑫鑫鑫鑫鑫yy,0,http://p1.music.126.net/fNNLcxKvvptoA5AAmUcdfg==/109951166550768276.jpg,5882926128,10:19,4,她什么都不信 她理智但不清醒 她的好没有目的 冷漠起来没有余地,山东
554486540,我等风雪好多年,5,http://p1.music.126.net/q_HXibekzHgM289d5tr8TA==/109951167830924071.jpg,5882924476,10:16,0,445天，第三年，1095天,四川
380103063,里里oa,5,http://p1.music.126.net/U6B6xFPzg8bE_7Zv3LN-5A==/109951168185183202.jpg,5882921671,10:16,2,五年了  每天陪着我的是你送给我的狗狗 你的眼光好 选了最可爱的  我有好好照顾他。,河北
1840872330,鑫鑫鑫鑫鑫鑫yy,1,http://p1.music.126.net/fNNLcxKvvptoA5AAmUcdfg==/109951166550768276.jpg,5882923097,10:10,1,你就是觉得自己乱七八糟 破烂不堪 但忘了其实这个世界是会有拼图的人,山东
561091682,刑天亻,0,http://p1.music.126.net/OjgWKkFsF9Fmlt8x3rPQDw==/109951168209378866.jpg,5882907607,09:54,0,有没有腿粗的宝贝啊,湖南
8085598684,泽泽的滴滴啊,0,http://p1.music.126.net/zM5AfmcEQyrK45vwqeyLDQ==/109951168259548956.jpg,5882913563,09:51,0,没给你爷爷奶奶丢脸,山东
570295519,贺come,0,http://p1.music.126.net/Ydn5kYjCGwJEwMWFbuQvBQ==/109951167418702688.jpg,5882911255,09:46,0,致敬,山东
570295519,贺come,0,http://p1.music.126.net/Ydn5kYjCGwJEwMWFbuQvBQ==/109951167418702688.jpg,5882911255,09:46,0,致敬,山东
561091682,刑天亻,0,http://p1.music.126.net/OjgWKkFsF9Fmlt8x3rPQDw==/109951168209378866.jpg,5882908810,09:38,0,喜欢胖一点的宝宝有吗，私我,湖南
3853850709,省检无640不改名,3,http://p1.music.126.net/BuAQKy2YPLdIE7EB6LELZA==/109951168508573455.jpg,5882904227,09:34,5,"我
在此立誓
今年，我一定要考上上海交通大学。
如果我没有考上交大，
没有晒出交大的录取通知书，
那么，
请在座的大家尽情地嘲笑我，
管他呢
我一定能行，
老子生下来就是做大事的人，
我一定能行的。
dream it possible！！！I will try my best。
2023.4.4",福建
3237056697,_复读生_,0,http://p1.music.126.net/gLuSnZMbHWa13AarNnyN8g==/109951168095871287.jpg,5882906170,09:32,2,打电话说爱我吧我想听.,内蒙古
3237056697,_复读生_,0,http://p1.music.126.net/gLuSnZMbHWa13AarNnyN8g==/109951168095871287.jpg,5882904283,09:31,1,要爱我圆圆的脸 而不是瘦到见骨的手腕.,内蒙古
3237056697,_复读生_,0,http://p1.music.126.net/gLuSnZMbHWa13AarNnyN8g==/109951168095871287.jpg,5882904191,09:30,1,亲爱的 我说我爱你的不完美.,内蒙古
3237056697,_复读生_,0,http://p1.music.126.net/gLuSnZMbHWa13AarNnyN8g==/109951168095871287.jpg,5882905025,09:29,3,你是一个极好的人 你的穿搭 你分叉的头发 阴阳怪气的嘴 爱说反话的模样 我说我爱你的不完美,内蒙古
1355474358,1Am想你,6,http://p1.music.126.net/C5VY5_c6gWdxjkIAgsSeug==/109951167517396710.jpg,5882901473,09:21,1,咱俩分开以后，我爱不上别人是对你最大的诚意，是对我最大的惩罚，你陪着我的时候我从来没羡慕过任何人，现在风吹过我们这一夜，轮到我看着你爱别人。,湖北
,,0,,,,,,
1986698763,林茹懿,0,http://p1.music.126.net/x7uAVB_QAYCO3KesJv3lhg==/109951166374416450.jpg,5882893661,09:07,0,哈哈哈[多多大哭],云南
1922416790,心事全在歌中,0,http://p1.music.126.net/iuH46oG95lNkAgSmGUkw6g==/109951168512445394.jpg,5882895409,09:04,0,动态,广西
1922416790,心事全在歌中,0,http://p1.music.126.net/iuH46oG95lNkAgSmGUkw6g==/109951168512445394.jpg,5882895409,09:04,0,动态,广西
1922416790,心事全在歌中,0,http://p1.music.126.net/iuH46oG95lNkAgSmGUkw6g==/109951168512445394.jpg,5882895409,09:04,0,动态,广西
1740830409,DlianY_,6,http://p1.music.126.net/8DQSg4pAXaCnLjlLqP0qJg==/109951168247313879.jpg,5882886571,08:47,1,雪花落在眼眸上 我抬起头目送着它一片片坠落 这冰冷的雪花像是带着我对你思念 漫天飞舞 像极了初见你时的欢喜 放荡不羁 也像极了我们故事的结束 落地即化,浙江
1740830409,DlianY_,6,http://p1.music.126.net/8DQSg4pAXaCnLjlLqP0qJg==/109951168247313879.jpg,5882889874,08:47,0,很多事情过了真正在意的时间 过后就没意义了,浙江
1740830409,DlianY_,6,http://p1.music.126.net/8DQSg4pAXaCnLjlLqP0qJg==/109951168247313879.jpg,5882889853,08:47,0,离别可辩嗔痴人 重逢可观赤诚心,浙江
1740830409,DlianY_,6,http://p1.music.126.net/8DQSg4pAXaCnLjlLqP0qJg==/109951168247313879.jpg,5882887450,08:46,0,后来的放弃 都是眼泪换来的大彻大悟.,浙江
1740830409,DlianY_,6,http://p1.music.126.net/8DQSg4pAXaCnLjlLqP0qJg==/109951168247313879.jpg,5882885559,08:46,1,你幸福就好了 之前再好的我们也是过去式了,浙江
1740830409,DlianY_,6,http://p1.music.126.net/8DQSg4pAXaCnLjlLqP0qJg==/109951168247313879.jpg,5882886511,08:46,0,后来 我一直沉默 好多事在我心里打了结 解不开 也忘不掉.,浙江
1740830409,DlianY_,6,http://p1.music.126.net/8DQSg4pAXaCnLjlLqP0qJg==/109951168247313879.jpg,5882885541,08:45,1,沉默不是没有情绪 是没有再说的意义,浙江
1740830409,DlianY_,0,http://p1.music.126.net/8DQSg4pAXaCnLjlLqP0qJg==/109951168247313879.jpg,5882886482,08:45,2,幸好走不出来的人是我 如果是你的话 这么痛苦 我得多心疼.,浙江
1740830409,DlianY_,0,http://p1.music.126.net/8DQSg4pAXaCnLjlLqP0qJg==/109951168247313879.jpg,5882886482,08:45,2,幸好走不出来的人是我 如果是你的话 这么痛苦 我得多心疼.,浙江
8226637899,4ioioo,1,http://p1.music.126.net/BnH0vgLZWCjPc3_lWcaz8w==/109951168514318089.jpg,5882884232,08:34,1,总觉得缺点什么,云南
1816408677,钱琦宸,6,http://p1.music.126.net/K6FVIMkH__OU-EhEy1cz0Q==/109951167576486505.jpg,5882880667,08:31,0,对于刚来的事物不予理睬,云南
3365244528,小雯睡不饱a-,3,http://p1.music.126.net/8apopWqDd6cK2bq8Ksk5Fw==/109951168188386399.jpg,5882881486,08:27,0,可是他为了不让我看他主页 直接把访客关了,湖北
621896687,我在人间凑数的日子段,6,http://p1.music.126.net/1uMkuaOX2ghPmh95ACM4cw==/109951165012845764.jpg,5882876652,08:14,1,“把错归咎于自己，并且礼貌的退场。把自己还给自己，把别人还给别人。让花成花，让树成树。从此山水一程，再不相逢。愿余生，不见，不欠，不念”,广东
621896687,我在人间凑数的日子段,6,http://p1.music.126.net/1uMkuaOX2ghPmh95ACM4cw==/109951165012845764.jpg,5882878754,08:13,1,“物易易物，心难易心，失物不久见，失心难复得。故往事不可追，失之无复得，当且行看从容，且停忘随风”,广东
621896687,我在人间凑数的日子段,6,http://p1.music.126.net/1uMkuaOX2ghPmh95ACM4cw==/109951165012845764.jpg,5882875720,08:13,3,动态领黑胶,广东
5016052648,匿巳,0,http://p2.music.126.net/7g0wZdri-enLsh5NrJ5neA==/109951168277129694.jpg,5882875559,08:10,1,我要外貌有外套，要长相有洋相，要智商有痔疮，要学历有病例，要谈吐我会吐痰，你凭啥看不上我,山东
5016052648,匿巳,0,http://p2.music.126.net/7g0wZdri-enLsh5NrJ5neA==/109951168277129694.jpg,5882875559,08:10,1,我要外貌有外套，要长相有洋相，要智商有痔疮，要学历有病例，要谈吐我会吐痰，你凭啥看不上我,山东
5016052648,匿巳,2,http://p2.music.126.net/7g0wZdri-enLsh5NrJ5neA==/109951168277129694.jpg,5882874451,08:08,0,你这算盘打的我在山东都听到了[怒][怒],山东
628159938,别要我动手,7,http://p2.music.126.net/ItEeda_fnxDt6IJCsx0lsQ==/109951167785698399.jpg,5882872033,07:57,0,如果跟喜欢的人没结果 该怎么样结束,湖北
608611707,小钱爱吃桃子,0,http://p2.music.126.net/Vdmqm2ebrbtubikSP8zjog==/109951167167232753.jpg,5882870510,07:54,2,对不起，我只是在你要分开的时候短暂的爱了你一下，现在看到以前的歌，以前的照片都没一点感觉。究竟那是爱，还只是因为失去了一个爱自己的人难受?但是我的确忘不了你，你是这个世界上唯一一个爱过我的人。好好的生活吧，你会遇到一个真正爱你的人，也不知道你会不会看到这段话，看到就释怀吧,山西
1797241910,有事d我,5,http://p2.music.126.net/yUw6YFU_5UY40zJTxq9IGA==/109951166737251519.jpg,5882867861,07:40,0,漫步在异国他乡的陌生城市，回想起过往的点点滴滴，冷风吹红了眼，目之所及皆是你,新加坡
3446256851,金秀安,2,http://p2.music.126.net/zDxmVry9KxQ4o2AxIa-NzQ==/109951168476482083.jpg,5882858572,07:13,0,没了,浙江
567620378,114514野兽先辈,0,http://p2.music.126.net/ILPwSumwK3ve4lXJeVCRWg==/109951164381567204.jpg,5882856252,07:04,3,不行，我要去复合了，祝我成功,广东
516118897,水无月0417,5,http://p2.music.126.net/9-1pacChpCM9Nq6jxF-NaA==/109951168470574795.jpg,5882855267,07:04,0,今天是2023年04月04日，希望你可以开心,江苏
516118897,水无月0417,5,http://p2.music.126.net/9-1pacChpCM9Nq6jxF-NaA==/109951168470574795.jpg,5882854549,07:04,2,今天是2023年04月04日，希望你可以开心,四川
3722289969,o早点睡觉,3,http://p2.music.126.net/Aoy-n6tx7WIS6wizo02XhA==/109951168514176319.jpg,5882850076,06:36,2,25天   6:36   早起     跑步.,云南
6268290811,没事呢啊,0,http://p2.music.126.net/r8YUCzjUMei04ZcNTTRGtA==/109951168502213384.jpg,5882847646,06:34,2,从今天开始，我不再爱你了。,广东
131534207,小v天真,5,http://p2.music.126.net/qxELxDw2_oDNcg46PGItRw==/109951163121268579.jpg,5882838633,05:51,0,早就没有搬完砖看信息的习惯了,贵州
3276796609,房嘉铭PA,6,http://p2.music.126.net/RVVVMSA3xuS8eXm_CMpdzg==/109951167349109178.jpg,5882831041,04:55,1,早就没有打完球看信息的习惯了,广东
3376192905,Dniory,4,http://p2.music.126.net/hRDaxSQ4BVRiJHvjmWj0Lg==/109951168506063394.jpg,5882825406,04:35,0,加油哦,广东
1976085885,坏情绪和你-L,5,http://p2.music.126.net/ULHi7-4FtmUFZexNBYX8wA==/109951168499882229.jpg,5882828774,04:27,4,处处都有你的影子 可谁也不是你.,广东
3958226672,男2号c,3,http://p2.music.126.net/YyafOCRiYHDYqQwaSXymVg==/109951167795986913.jpg,5882821241,04:04,0,除了主动怎么才能遇见喜欢的人,江苏
267399187,maning66,5,http://p2.music.126.net/-ggDLSMHxnl71uYgxeEAGQ==/109951167844011395.jpg,5882820909,03:55,1,最后勇敢一次,广西
110780030,蜜唷,5,http://p2.music.126.net/zSF5DDfdbuUvXATrz-CuwQ==/18520173860056987.jpg,5882812364,03:53,0,hl你怎么能欺负我这个傻逼呢,陕西
1798946809,沐风飓,0,http://p2.music.126.net/Mu9x5bUVzYrfM3PEwDLCKg==/109951165935702321.jpg,5882818054,03:46,0,我爱你，这句话用时间去证明吧,云南
1798946809,沐风飓,0,http://p1.music.126.net/Mu9x5bUVzYrfM3PEwDLCKg==/109951165935702321.jpg,5882818829,03:45,0,hyj,云南
1798946809,沐风飓,0,http://p1.music.126.net/Mu9x5bUVzYrfM3PEwDLCKg==/109951165935702321.jpg,5882815601,03:44,0,每个人都值得，你要相信小乖，幸福很简单可能是清晨的第一缕阳光，是漂泊在外爸妈的一通电话，可能是医院里没有家人朋友的幸运…你值得！,云南
1440756352,公主殿下_031,0,http://p1.music.126.net/aL0oYiqObjNbkYx3JGDjcA==/109951167855192418.jpg,5882815175,03:30,1,如果你看我爱的电影 听我爱听的歌,广西
1636631101,imho-,0,http://p1.music.126.net/lSCRZ65kJBnYJLKPUCIa6g==/109951168198618599.jpg,5882811553,03:19,0,不要焦虑 祝你开心,河南
1552485135,无W4,0,http://p1.music.126.net/GpsGCc_U5vCUV1NQtu9u_w==/109951168058705186.jpg,5882814761,03:14,1,“后来起风了 吹起了她凌乱的发丝 吹起了满地的落叶 还吹起了无限的心动 但风吹过了 以后也不会再有了”,新疆
1899993572,湖南王祖贤__1,5,http://p1.music.126.net/plxUq1bKKRJDSCnVRHpV8Q==/109951168487809190.jpg,5882808557,03:04,1,yxw我爱你[多多难过],湖南
254823274,南城彼岸祭九歌丨,6,http://p1.music.126.net/vat6UYVG5IQC0zRzrM1p2Q==/109951168520501706.jpg,5882811054,03:02,0,2023.4.4  03:02,新疆
3368434849,琪琪7-Q,0,http://p1.music.126.net/uKDJq9bywzVDOtpIqzo4uA==/109951167765215078.jpg,5882809244,02:59,1,旧曲重听  记忆闪帧,广西
3368434849,琪琪7-Q,0,http://p1.music.126.net/uKDJq9bywzVDOtpIqzo4uA==/109951167765215078.jpg,5882809244,02:59,1,旧曲重听  记忆闪帧,广西
3238281497,-尘九歌-,5,http://p1.music.126.net/8CoBreWWhzM2aVAOAVwUxg==/109951168503835523.jpg,5882809994,02:55,0,动态会员是发不出去了呗,江苏
6415164487,一个人好寂寞o,0,http://p1.music.126.net/nz_fYgthxiKeSl3OcFoLFw==/109951168317828018.jpg,5882806059,02:44,0,今晚分手了,浙江
3372896242,冰冷小文少,0,http://p1.music.126.net/c0YW3hqnNoAJX5mLykyZ8g==/109951168447754861.jpg,5882805165,02:36,1,千千万万个人对我好 我都不会动摇 因为我问心 心说只偏你,安徽
1498503663,明天不熬夜_8ZnT,2,http://p1.music.126.net/SgfrZbUK8csFq4-SGqjDgw==/109951168335087876.jpg,5882805790,02:35,0,我喜欢如鲜花般美丽的人，虽然她不为我盛放，但我经过时闻到了花香”,云南
311533550,dizzydizzylizzy,6,http://p1.music.126.net/c3SoGkRUcAerYSzyFGdsIA==/109951163124091401.jpg,5882805006,02:31,0,我没有钳，我没有钳啊,浙江
1460654699,BtotheE,0,http://p1.music.126.net/SzxQMjewmKPKP-0QyK7zuA==/109951168519443146.jpg,5882804032,02:28,0,什么时候可以像你一样啊,四川
3696302452,发呆的菠萝堡,5,http://p1.music.126.net/Mh4zh1UA97Vcjr3StT_3nA==/109951168380047423.jpg,5882799661,02:22,3,睡不着 想你了,四川
1768093250,千金TuT,0,http://p1.music.126.net/i4GFOa9sCGkktKj2qAYC5A==/109951167910856047.jpg,5882802829,02:18,0,在天上就要快快乐乐的成长呀,四川
7934676769,回忆_cE5m,0,http://p1.music.126.net/WTyrO61MrdS1z1XvbG5PVw==/109951168248881856.jpg,5882801849,02:16,4,你崩溃在凌晨  他睡到自然醒,云南
6422466822,心软小负,3,http://p1.music.126.net/HbxUO6KzewEeIEMTDlC4Mw==/109951168521357710.jpg,5882797878,02:02,4,她根本就没有想过和你往那一步发展，而你是自作多情罢了！,湖南
123715650,风会继续他的旅途,5,http://p1.music.126.net/GWCFJPRibnfyS06DdhtL4A==/109951168520371358.jpg,5882793728,02:02,1,别当舔狗朋友，爱自己吧,广东
6422466822,心软小负,3,http://p1.music.126.net/HbxUO6KzewEeIEMTDlC4Mw==/109951168521357710.jpg,5882797784,02:00,4,你一直在的话，下雨天也是好天气,湖南
3249134454,IFLY_9,2,http://p1.music.126.net/M5yZtgu0-bjm6Tqst7fX1w==/109951167761181972.jpg,5882793530,01:59,3,想娶她 想对她好 哪怕说说话我都很开心 这辈子就瘫在她手里了 ,广东
6422466822,心软小负,3,http://p1.music.126.net/HbxUO6KzewEeIEMTDlC4Mw==/109951168521357710.jpg,5882795977,01:59,0,挺喜欢她的,湖南
123715650,风会继续他的旅途,5,http://p1.music.126.net/GWCFJPRibnfyS06DdhtL4A==/109951168520371358.jpg,5882796852,01:59,0,结束了朋友,广东
6422466822,心软小负,3,http://p1.music.126.net/HbxUO6KzewEeIEMTDlC4Mw==/109951168521357710.jpg,5882795920,01:57,6,我知人穷不恋富家女,湖南
6422466822,心软小负,3,http://p1.music.126.net/HbxUO6KzewEeIEMTDlC4Mw==/109951168521357710.jpg,5882794134,01:57,3,不高，不是特别有钱，不帅普通，怎么敢去和你说我喜欢你啊。,湖南
2112426828,清秋qwo,0,http://p1.music.126.net/AM3Ehxi48HVnbemkOc2f8g==/109951168468280047.jpg,5882792580,01:56,2,一个人来外地找工作被黑中介骗了现在身无分文睡了几天公园记得上一顿饭还是三天前。,广东
6422466822,心软小负,3,http://p1.music.126.net/HbxUO6KzewEeIEMTDlC4Mw==/109951168521357710.jpg,5882794798,01:55,3,我喜欢你吧，应该只是我一个人的事情，你答应就答应，不答应我就继续。,湖南
530051841,大鱼噜啦啦,6,http://p1.music.126.net/GCv3LhLaHcjh0pOiaJQXlg==/109951167921820192.jpg,5882794006,01:53,0,别强求，爱他首先爱自己,重庆
6422466822,心软小负,3,http://p1.music.126.net/HbxUO6KzewEeIEMTDlC4Mw==/109951168521357710.jpg,5882792399,01:52,3,晚安，没有合适的爱就早点睡觉,湖南
6422466822,心软小负,3,http://p1.music.126.net/HbxUO6KzewEeIEMTDlC4Mw==/109951168521357710.jpg,5882791439,01:48,3,我总是想我们要是恋人会多好啊，但是我知道你心里面一直有别人，所以我一直不敢和你说我喜欢你，一直不敢越界，我到底还要不要继续下去啊。,湖南
8152360663,爱吃番茄的大熊,0,http://p1.music.126.net/SUeqMM8HOIpHv9Nhl9qt9w==/109951165647004069.jpg,5882791231,01:43,0,谁知道了,四川
2109137630,少年不识爱_,5,http://p1.music.126.net/JQbkP8brfsJKO_K83bB30w==/109951168281933620.jpg,5882791115,01:41,0,你说的 ，我当真了,广东
484963834,吃吃的日记,0,http://p1.music.126.net/saVtwVFIehxqsqkHnc6Lwg==/109951168520743141.jpg,5882788390,01:39,0,😴去了厦门，海边，咖啡店。,福建
8345529667,森森-5s,0,http://p1.music.126.net/c0h64LemNv5DYW7VsTVHVw==/109951168465553053.jpg,5882788270,01:37,1,丁森！ 我想你啦,山东
1722365968,凌晨道碗安,0,http://p1.music.126.net/4f8vsDRVGSV87ckbjcBV1g==/109951168491290186.jpg,5882788744,01:30,0,动态,重庆
4942758799,坠入神明的梦-_-,0,http://p1.music.126.net/yz6xFE7muIlOhwZr_tsukg==/109951166245977435.jpg,5882783684,01:29,0,就算是单你也有办法说服自己不是吗,河北
551009869,不会打嗝的Coke,5,http://p1.music.126.net/SpSEPL6R811J7LjM83oGHQ==/109951168520404069.jpg,5882786341,01:28,0,看到了 谢谢你 放下了 也谢谢你,浙江
8076236832,珲sir-,1,http://p2.music.126.net/WMMRss41eeBqWX9Ir4H8lQ==/109951168275039522.jpg,5882782679,01:26,0,好难过呀。,宁夏
533881891,quit__o,6,http://p2.music.126.net/MA4I0r9Uv71SVwOB-Fmx6w==/109951168101342047.jpg,5882784228,01:23,0,我是小丑。,广西
1548887946,烧焦的荷包蛋Q,0,http://p2.music.126.net/WJxeBxcdDGGDgfD9J2A4NQ==/109951168502134386.jpg,5882780686,01:17,3,讨厌鬼都远离我,江西
1588344396,黎明之前带我走,0,http://p2.music.126.net/GavYQcCwHw0ZVfeHo89BWQ==/109951168360915453.jpg,5882782167,01:17,0,恨你一辈子,河南
7957057659,4likey,0,http://p2.music.126.net/LZCc8K6Vf0x2CfvqszTgQg==/109951168520407066.jpg,5882779539,01:10,0,念念不忘，年年不忘,安徽
3240790242,趙铁柱6-,3,http://p2.music.126.net/W1VQVYq2YX4Hdqy0ZiqYgA==/109951168470055560.jpg,5882779509,01:10,1,"→                                    ←
两手指向中间滑   你会发现神奇的一幕",山西
7957057659,4likey,0,http://p2.music.126.net/LZCc8K6Vf0x2CfvqszTgQg==/109951168520407066.jpg,5882776670,01:09,1,捂住耳朵别听他们说的，乖乖，我一直在晚安,安徽
7957057659,4likey,0,http://p2.music.126.net/LZCc8K6Vf0x2CfvqszTgQg==/109951168520407066.jpg,5882776670,01:09,1,捂住耳朵别听他们说的，乖乖，我一直在晚安,安徽
7957057659,4likey,0,http://p2.music.126.net/LZCc8K6Vf0x2CfvqszTgQg==/109951168520407066.jpg,5882776670,01:09,1,捂住耳朵别听他们说的，乖乖，我一直在晚安,安徽
7957057659,4likey,0,http://p2.music.126.net/LZCc8K6Vf0x2CfvqszTgQg==/109951168520407066.jpg,5882776670,01:09,1,捂住耳朵别听他们说的，乖乖，我一直在晚安,安徽
7957057659,4likey,0,http://p2.music.126.net/LZCc8K6Vf0x2CfvqszTgQg==/109951168520407066.jpg,5882776670,01:09,1,捂住耳朵别听他们说的，乖乖，我一直在晚安,安徽
428320263,故地里,5,http://p2.music.126.net/psGF6f8mMBxLUlPDSIb3BQ==/109951167517695589.jpg,5882776156,01:05,2,故地里送您一张会员礼品卡，快来看看TA的祝福吧! 快来领取吧 https://music.163.com/prime/m/gift-receive?p=Ut1FOTDkCVpjT9EUPlTnESzYEzJ5kGJvVk7i6YReeqcYEgdnsTCo4Uzal3OIIZXEEw1TEKdCJkuO0eLKgdjh8EBV7_0VuWyp46q6Itk2R3o&d=Jj6svbYAPQ-882FsXjmvyA,安徽
545497722,ViKenDi-721,0,http://p2.music.126.net/AZyWfK2lW01tpM6dvowMiQ==/109951168061822328.jpg,5882777247,01:04,0,旧歌重听就像旧事重提。,江苏
3220586428,无敌炫酷暴龙战士ovo,6,http://p2.music.126.net/WmYoatSAYRR4FNSV4YXkiw==/109951167166306776.jpg,5882775488,01:02,0,每天一遍,山东
8100537845,悲伤青提乌龙茶,0,http://p2.music.126.net/3RA2MdGnywvSKIud2GEejg==/109951168496781780.jpg,5882775970,01:00,0,那你是傻噢,安徽
486522926,睡不着的小呆瓜,6,http://p2.music.126.net/q4DK-YldFKlnx49tTHNiSw==/109951167349077589.jpg,5882774482,01:00,0,晚安,广西
3407445545,佳冇心,4,http://p2.music.126.net/gTj4--TBwgluNIOgy12pWQ==/109951168029982804.jpg,5882775083,00:58,0,李佳佳,甘肃
8014013792,困困鱼-_0,0,http://p2.music.126.net/tAT7DYaKH32_F9T3RsdL-Q==/109951168128384110.jpg,5882770514,00:54,1,大概是夜太晚 我把你随手复制的文案当成了承诺,云南
512163978,但遗憾总是结局,5,http://p2.music.126.net/wzIgjIkDMWwnKj4yTOkznQ==/109951168518391199.jpg,5882771186,00:51,0,是斩不断的藤蔓，斩了又会重新长出来的藤蔓,云南
1620576539,汤圆不甜了_,4,http://p2.music.126.net/h9o4TNW-bwhJrANCW3fs5Q==/109951168243624916.jpg,5882771167,00:51,1,可能你已经睡了，可是我想了你好久好久，你也会想我吗,广西
1444796199,放鸽子的男孩,0,http://p2.music.126.net/EjNyiH3HBDeINKA-1HnDzg==/109951167850532915.jpg,5882769600,00:51,0,那必须打败抑郁症啊[大笑],四川
1444796199,放鸽子的男孩,0,http://p2.music.126.net/EjNyiH3HBDeINKA-1HnDzg==/109951167850532915.jpg,5882769600,00:51,0,那必须打败抑郁症啊[大笑],四川
3220767092,小甜心七,3,http://p1.music.126.net/DYTwpA-f25l6gtGuS2HsSw==/109951168513554771.jpg,5882772828,00:49,2, 本不该对你抱有幻想,内蒙古
3272796842,小珂堡堡,3,http://p1.music.126.net/o_nqRJBwSGlW0W5WJVBO8Q==/109951168447510506.jpg,5882771881,00:49,0,动态赞.评,河南
5076531982,讨厌冷冰冰_-_,0,http://p1.music.126.net/fydqnI_Lx02h0AXo9qp7Cg==/109951168424100712.jpg,5882765610,00:43,0,放平心态,天津
5076531982,讨厌冷冰冰_-_,0,http://p1.music.126.net/fydqnI_Lx02h0AXo9qp7Cg==/109951168424100712.jpg,5882764624,00:43,0,慢慢来，都会过去,天津
1352685240,-月上秋山,6,http://p1.music.126.net/-48KQuLF6UtcQlCJKKSbgw==/109951167023401979.jpg,5882765397,00:42,0,智者不坠入爱河 台湾属于中国,广东
8303119425,G今天开心嘛,0,http://p1.music.126.net/5Tgsj2H0hRpo1hjxs1VW0Q==/109951168277948900.jpg,5882766275,00:41,0,提前祝你生日快乐,新疆
3246159080,o177v,2,http://p1.music.126.net/S2jo5AlToj48pMD0CoAuog==/109951168515965437.jpg,5882766059,00:39,1,别拿前途和感情混为一谈,安徽
3215906459,ZZZ子子-,0,http://p1.music.126.net/Xc6c9Et0nj4jC2IVaEQBlg==/109951168000562237.jpg,5882766888,00:38,0,向前看叭,广西
1950569077,每天都好困_Wy_,3,http://p1.music.126.net/IR59xNXpgKBXfSxFjJseqg==/109951168291461460.jpg,5882766863,00:38,1,22号南宁见哟[色],广西
8295388206,让我来守护你吧_L,1,http://p1.music.126.net/X1L9SjWVKAdtcRNgaIiUaw==/109951168499076749.jpg,5882763496,00:38,0,你永远在我心里，崽崽，不管我们会不会一辈子在一起，你都在我心里，如果不能嫁给你，一个人一辈子也不错，这句话并不珍贵，但23岁的我把它送给你,福建
3215906459,ZZZ子子-,0,http://p1.music.126.net/Xc6c9Et0nj4jC2IVaEQBlg==/109951168000562237.jpg,5882763982,00:36,0,确实是真的,广西
3220767092,小甜心七,3,http://p1.music.126.net/DYTwpA-f25l6gtGuS2HsSw==/109951168513554771.jpg,5882764872,00:35,1,你向着她 我再也不要向着你 我讨厌你,内蒙古
3220767092,小甜心七,3,http://p1.music.126.net/DYTwpA-f25l6gtGuS2HsSw==/109951168513554771.jpg,5882762476,00:35,1,看了那些垫底的照片才发现 回不去的何止是时间,内蒙古
