评论人的ID,评论人网名,评论人VIP等级,评论人头像网址,评论编号,评论时间,点赞量,评论内容,ip地址
490516616,w9k5n6,0,http://p2.music.126.net/-nhBRMrXCeWUpGuuzUcXiA==/109951165970658754.jpg,3588761715,2020-10-25,3,我最爱的两个人一起合作[大笑] 期待两人的下一次合作,
102590329,那我就继续逃亡,0,http://p2.music.126.net/m5D_1T5VvJyqJqb0n6j64w==/109951165646176886.jpg,3588506422,2020-10-25,0,马原学挺好哈哈哈,
102590329,那我就继续逃亡,0,http://p2.music.126.net/m5D_1T5VvJyqJqb0n6j64w==/109951165646176886.jpg,3588506422,2020-10-25,0,马原学挺好哈哈哈,
3396308053,月牙mimi,0,http://p2.music.126.net/SUeqMM8HOIpHv9Nhl9qt9w==/109951165647004069.jpg,3486184641,2020-10-20,5,这首歌跟姗姗来迟的你有一样的味道,
1677102545,3Sssx_,0,http://p2.music.126.net/yRrFw0rHbxN62nA3Vlr8Bg==/109951167139696637.jpg,3484166023,2020-10-19,6,两位的声音都自带水印,
253570618,哆啦lemon丶,0,http://p2.music.126.net/IU9uUgJlNR6sWEpKiWkUdQ==/109951163023998432.jpg,3484025546,2020-10-19,0,粗卡粗卡,
119639107,约定的甜橙岛,0,http://p2.music.126.net/TEJ_X_lm2hz-b18Rep1rCQ==/109951165946470495.jpg,3483545713,2020-10-18,38,我也好喜欢她嗓音里的清凉感,
440308119,橘色的昨天,6,http://p2.music.126.net/WVV3G1mXRNAP-38ceB5uag==/109951167948013286.jpg,3483163032,2020-10-18,33,神奇的是现在loco和知恩又在IU的palette节目中有了交集,
1355737499,琳琳Ov0,6,http://p2.music.126.net/ZRpF7mAyJ9MPHYEPMBqzAw==/109951167375353239.jpg,3482817248,2020-10-18,1,芜湖！！！！！！,
264178947,uu低调,0,http://p2.music.126.net/Liz2QBlMAelrTjwnSUorZA==/109951165391809213.jpg,3480718022,2020-10-17,1,以后不叫国民妹妹 国民大闺女。,
357341529,Banuuuuuuuuuuu,5,http://p2.music.126.net/6lE6uglVdM5qzaZ10CTCZg==/109951168474826812.jpg,3478661212,2020-10-14,0,我这里！,
559899732,wintersW_,6,http://p2.music.126.net/mo5NLl6pxaLDhQeP6E1bYQ==/109951167611148759.jpg,3478514802,2020-10-14,6,这首歌越听越好听   旋律不容易腻,
1493502626,ustinian___________________,5,http://p2.music.126.net/6Os71VfryyJ4tIWRhOSURw==/109951165557832816.jpg,3478133926,2020-10-14,6,同城的可以去买一杯吗哈哈哈哈,
575335071,思南-泠鸢,6,http://p2.music.126.net/-Bh4d3RHf66W0e5rlp3jCA==/109951165399028510.jpg,3476755799,2020-10-12,1,iuiuiuiuiuiuiu gdgdgdgdgd,
1370244205,HP_159768,1,http://p2.music.126.net/roal5gNlLN61fCd8uCijow==/109951163889361047.jpg,3476761431,2020-10-12,1,不像（我觉得）,
1949826382,Uaena1号,6,http://p2.music.126.net/GaHyMAn8mtsFVIGGHpVXfw==/109951165712336468.jpg,3476273688,2020-10-11,2,这世界上真的有soulmate吗,
386027289,二喜桃,0,http://p2.music.126.net/dqdc3v5NEbpYb1m0U0qcew==/109951165458341231.jpg,3474670320,2020-10-09,0,正在刷政治题看到还以为我眼花了哈哈哈哈！,
3583233970,Qeeera,0,http://p2.music.126.net/PuJaDOkPEfjS1BvVBrXPbA==/109951168240269787.jpg,3474656172,2020-10-09,2,神仙联手[呆][呆],
3583233970,Qeeera,0,http://p2.music.126.net/PuJaDOkPEfjS1BvVBrXPbA==/109951168240269787.jpg,3474656172,2020-10-09,2,神仙联手[呆][呆],
1410287428,壹佰肆拾,6,http://p2.music.126.net/1GW-5LygkU937ltXmapTyA==/109951164858869017.jpg,3474169563,2020-10-09,1,[大笑][大笑][大笑],
89344138,面包树上长椰子,0,http://p2.music.126.net/ASAC3ar3niJ3asUYyqTKJw==/109951163108569083.jpg,3472284388,2020-10-07,4,这个形容！,
1695116407,哎呀这首歌我知道啦,3,http://p2.music.126.net/uubuXOpc7Jih3D3RLeu54g==/109951163725537189.jpg,3471588773,2020-10-06,0,嗯？？？？？,
471446684,您可真是个小可爱_,0,http://p2.music.126.net/45W9Q0vA1cebC4koNLAGwQ==/109951163944248274.jpg,3471487442,2020-10-06,58,世界上最傻的不是暗恋 而是两个人互相暗恋💞,
471446684,您可真是个小可爱_,0,http://p2.music.126.net/45W9Q0vA1cebC4koNLAGwQ==/109951163944248274.jpg,3471487442,2020-10-06,58,世界上最傻的不是暗恋 而是两个人互相暗恋💞,
557553697,小玫瑰_-,0,http://p2.music.126.net/AA_g9sblZO2blmRHLDlRJQ==/109951168190840812.jpg,3470582457,2020-10-05,0,来了,
72845619,Huyhyahh,3,http://p2.music.126.net/zdxLPVnYmdszExwZDsaG5Q==/109951163071639273.jpg,3469518988,2020-10-04,3,I 放some屁s for you？,
68779818,seesaw_糖,0,http://p2.music.126.net/ashZrY_9Xz9IWG1gs0OIXA==/109951164091471552.jpg,3467923631,2020-10-03,2,呀！,
68779818,seesaw_糖,0,http://p2.music.126.net/ashZrY_9Xz9IWG1gs0OIXA==/109951164091471552.jpg,3467923631,2020-10-03,2,呀！,
3321462184,0716_天子,0,http://p2.music.126.net/28EBGx6LpFPka8S91VmDrA==/109951165816243607.jpg,3466635797,2020-10-01,1,zico跟winneriKON的rapper关系都很好,
3321462184,0716_天子,0,http://p2.music.126.net/28EBGx6LpFPka8S91VmDrA==/109951165816243607.jpg,3466635797,2020-10-01,1,zico跟winneriKON的rapper关系都很好,
1393517157,草莓酸奶撒了,5,http://p2.music.126.net/OJqWTt9IA-IQnB8ef4mtog==/109951168229079078.jpg,3465948793,2020-10-01,0,马哲学的不赖，,
333715988,Elenauuu,0,http://p2.music.126.net/pe-DMviG950iEY6XVBBLbg==/109951167777126785.jpg,3464778906,2020-09-29,3,喜欢iu的男孩子也一定很温柔💜💜,
1473598916,-xxxjiyongiye-,0,http://p1.music.126.net/z2BylR7-isV6CygySyC_ng==/109951168037249949.jpg,3463808415,2020-09-28,4,出书[强],
1473598916,-xxxjiyongiye-,0,http://p1.music.126.net/z2BylR7-isV6CygySyC_ng==/109951168037249949.jpg,3463777587,2020-09-28,1,iu不是yg的,
1473598916,-xxxjiyongiye-,0,http://p1.music.126.net/z2BylR7-isV6CygySyC_ng==/109951168037249949.jpg,3463777587,2020-09-28,1,iu不是yg的,
358879833,July-_-_-uu,5,http://p1.music.126.net/QzhBlS-_85yCOrNb_0bNeA==/109951165914199070.jpg,3462868157,2020-09-27,3,好会,
113668329,小榄不懒,0,http://p1.music.126.net/8O3U3ctJpeieulLKzLGVPw==/109951164354015933.jpg,3462206787,2020-09-26,7,爱你禹智皓,
134497948,Abbakura-,0,http://p1.music.126.net/-goVStuG5Ogghyxe-XaZfQ==/109951168506748731.jpg,3461814504,2020-09-25,4,我找到了 😹😹是真的灵魂伴侣 占卜好几个都说他说soulmate,
134497948,Abbakura-,0,http://p1.music.126.net/-goVStuG5Ogghyxe-XaZfQ==/109951168506748731.jpg,3461814504,2020-09-25,4,我找到了 😹😹是真的灵魂伴侣 占卜好几个都说他说soulmate,
134497948,Abbakura-,0,http://p1.music.126.net/-goVStuG5Ogghyxe-XaZfQ==/109951168506748731.jpg,3461814504,2020-09-25,4,我找到了 😹😹是真的灵魂伴侣 占卜好几个都说他说soulmate,
134497948,Abbakura-,0,http://p1.music.126.net/-goVStuG5Ogghyxe-XaZfQ==/109951168506748731.jpg,3461814504,2020-09-25,4,我找到了 😹😹是真的灵魂伴侣 占卜好几个都说他说soulmate,
250878073,温概能,0,http://p1.music.126.net/yd7Hz1J0OOz5mbFcvVaTUw==/109951164109949978.jpg,3460285883,2020-09-23,1,iu和欧阳娜娜像不像。。？突然脑补了一下[大哭],
278117691,青萝春晓,0,http://p1.music.126.net/uy-EfgAqkwF1Vb2_tsehew==/109951166363529587.jpg,3460116642,2020-09-23,2,IU小姐姐,
278117691,青萝春晓,0,http://p1.music.126.net/uy-EfgAqkwF1Vb2_tsehew==/109951166363529587.jpg,3460116642,2020-09-23,2,IU小姐姐,
278117691,青萝春晓,0,http://p1.music.126.net/uy-EfgAqkwF1Vb2_tsehew==/109951166363529587.jpg,3460116642,2020-09-23,2,IU小姐姐,
1879392613,古樱巷,0,http://p1.music.126.net/dGOfT8KOKlV6POvVU8qCdw==/109951165147050341.jpg,3459542361,2020-09-22,7,Zico那段rap太好听了！[爱心][爱心][爱心]简直取向狙击！,
1431576888,_静YES,6,http://p1.music.126.net/2xtH85kajkw_dSWz_dDGzA==/109951165336015767.jpg,3459088351,2020-09-22,1,和于岚岚一起听啦👭🏻,
323722161,猫爪塔图,4,http://p1.music.126.net/GKyCzxIaapOVzn9vvS0OwQ==/109951167910736349.jpg,3459089240,2020-09-22,2,和杜思静一起听过,
382304707,就把我偷走吧浪漫的收藏家,0,http://p1.music.126.net/R_JZMR-M9fmDuS1mJLJ4-w==/109951168462150377.jpg,3456430507,2020-09-19,3,180231☪,
382304707,就把我偷走吧浪漫的收藏家,0,http://p1.music.126.net/R_JZMR-M9fmDuS1mJLJ4-w==/109951168462150377.jpg,3456430507,2020-09-19,3,180231☪,
382304707,就把我偷走吧浪漫的收藏家,0,http://p1.music.126.net/R_JZMR-M9fmDuS1mJLJ4-w==/109951168462150377.jpg,3456430507,2020-09-19,3,180231☪,
382304707,就把我偷走吧浪漫的收藏家,0,http://p1.music.126.net/R_JZMR-M9fmDuS1mJLJ4-w==/109951168462150377.jpg,3456430507,2020-09-19,3,180231☪,
,,0,,,,,,
548066270,帐号已注销,6,http://p2.music.126.net/SUeqMM8HOIpHv9Nhl9qt9w==/109951165647004069.jpg,3453869261,2020-09-15,0,hhh我跟好朋友也是我金牛她处女,
1954375090,木反覀木,0,http://p2.music.126.net/c4_at7WrQHa_WLczG7CRig==/109951168271846299.jpg,3453650732,2020-09-15,1,啊我也是！,
431043219,碱性高锰酸钾,0,http://p2.music.126.net/gOY7ugAMybAA9zvw5xyWSg==/109951163446270964.jpg,3453210174,2020-09-15,2,和推给我这首歌的你一样甜甜🥰,
634335717,不可reset那狠狠和解,0,http://p2.music.126.net/DYkZcGPKyZWbnoMbTfkxFQ==/109951167713059366.jpg,3453109098,2020-09-14,3,神仙和神仙玩哟,
411643572,nkfseyofj,0,http://p2.music.126.net/lcnww5wgvjNl0gUbB_jaOw==/109951166439509255.jpg,3453069392,2020-09-14,2,雅卡♠️,
411643572,nkfseyofj,0,http://p2.music.126.net/lcnww5wgvjNl0gUbB_jaOw==/109951166439509255.jpg,3453069392,2020-09-14,2,雅卡♠️,
336734151,Rheal0,5,http://p2.music.126.net/ZVRPHylHIDTNknzhb1l9cg==/109951166119046853.jpg,3452796957,2020-09-14,4,权志龙老婆兼防弹女朋友哭了,
532015445,豆豆abcdefgirl,0,http://p2.music.126.net/Y_RJxwnBLSSGynZMufrMow==/109951168510281959.jpg,3452690383,2020-09-14,3,抱抱二嫂,
532015445,豆豆abcdefgirl,0,http://p2.music.126.net/Y_RJxwnBLSSGynZMufrMow==/109951168510281959.jpg,3452710241,2020-09-14,2,噗哈哈哈哈哈,
1484077828,--Oreo,5,http://p2.music.126.net/PyLtWYaToHvp598jsilC9Q==/109951166487319965.jpg,3451845617,2020-09-13,0,66666,
299182634,PhoenixImperfect,6,http://p2.music.126.net/sTwPnmvSDi5LivplDiybww==/109951165273935858.jpg,3450826452,2020-09-12,12,日推宝藏+1，封面跪+1，前奏跪+1，开口跪+1,
408455110,快乐李猪猪,1,http://p2.music.126.net/xVe_lXK1KQl2OhA7hVZN4g==/109951166115203677.jpg,3449236490,2020-09-10,0,正在背马哲哈哈哈哈,
248695379,林洛伊请务必认真学习,6,http://p2.music.126.net/tHsRcmVoXpdYmfnX50RE8w==/109951167211296342.jpg,3449138116,2020-09-10,4,好听,
1379259597,罗兰同学-,0,http://p2.music.126.net/SSk9J5K4_jSMnlINrfvJAQ==/109951167627884527.jpg,3449038096,2020-09-10,2,虽然后劲不足，但很好听，成绩也就无所谓了,
1379259597,罗兰同学-,0,http://p2.music.126.net/SSk9J5K4_jSMnlINrfvJAQ==/109951167627884527.jpg,3449038096,2020-09-10,2,虽然后劲不足，但很好听，成绩也就无所谓了,
556625422,澄葵啊,0,http://p2.music.126.net/ViVbJT4DhYZuPiEK2a5NMQ==/109951165871276311.jpg,3447531930,2020-09-08,10,哈哈哈哈哈哈哈,
556625422,澄葵啊,0,http://p2.music.126.net/ViVbJT4DhYZuPiEK2a5NMQ==/109951165871276311.jpg,3447531930,2020-09-08,10,哈哈哈哈哈哈哈,
556625422,澄葵啊,0,http://p2.music.126.net/ViVbJT4DhYZuPiEK2a5NMQ==/109951165871276311.jpg,3447531930,2020-09-08,10,哈哈哈哈哈哈哈,
2022973647,那好吧_LEOandROSY,0,http://p2.music.126.net/c45T8-fR0vkAK-O0veREQg==/109951165428793191.jpg,3445554910,2020-09-05,0,你是在寻亲吗？,
